study_id,researcher_id,role
63864a06-339e-47ab-b432-ee50c1990e92,a96822e7-6670-4973-ba6c-d488dd77906d,PI
63864a06-339e-47ab-b432-ee50c1990e92,39802884-d473-48dc-b120-2c7c64cacd4f,RA
63864a06-339e-47ab-b432-ee50c1990e92,1563ac33-767d-4757-ac85-89c78d7f9e9c,RA
63864a06-339e-47ab-b432-ee50c1990e92,d1584db1-aa7f-4ea7-a2e4-8cb77a8ec575,RA
0cc88859-8821-4190-b54c-c1277c14535f,6f700f6c-0861-4486-8ae2-88d49473ee7f,PI
0cc88859-8821-4190-b54c-c1277c14535f,d53fdd5b-6035-4542-8712-330f55f04d17,RA
0cc88859-8821-4190-b54c-c1277c14535f,bac2cfe9-eeb5-4612-a66a-5f23016e1107,RA
0cc88859-8821-4190-b54c-c1277c14535f,44defaff-11cd-4928-9d2f-a9c43f035690,RA
8f03e20d-72a0-4324-a5a2-e6b942f98f81,04cc7206-9934-4dc3-87e7-abc970bd0794,PI
8f03e20d-72a0-4324-a5a2-e6b942f98f81,ccdee29c-5c28-4c41-b8af-4c2e06296198,coordinator
8f03e20d-72a0-4324-a5a2-e6b942f98f81,ceadd3f9-17d2-4835-974e-b4441d894d5b,coordinator
8f03e20d-72a0-4324-a5a2-e6b942f98f81,bd916e9e-3fbb-40bf-bef0-a3ee7f83c123,RA
8f03e20d-72a0-4324-a5a2-e6b942f98f81,49374ab8-e60b-431b-bb7b-def85aa0f5d4,RA
8f03e20d-72a0-4324-a5a2-e6b942f98f81,c43d2343-8290-403b-a9f5-afe3400a7e01,RA
6cdab3f9-4b3e-4e0f-9cb5-6b3de5be915e,f82e50aa-a567-409a-9181-d8935117e4c4,PI
6cdab3f9-4b3e-4e0f-9cb5-6b3de5be915e,c43d2343-8290-403b-a9f5-afe3400a7e01,coordinator
6cdab3f9-4b3e-4e0f-9cb5-6b3de5be915e,093aed49-c999-41f3-9959-1710ccf2dc86,RA
6cdab3f9-4b3e-4e0f-9cb5-6b3de5be915e,cc638e05-506c-45dc-909c-4ec848e938b9,RA
6cdab3f9-4b3e-4e0f-9cb5-6b3de5be915e,1f68667d-f541-4149-b516-298624186399,RA
0f3807a8-63d2-4440-910a-4b9c839a05f5,29b86448-322d-4681-a56c-5092436d6d24,PI
0f3807a8-63d2-4440-910a-4b9c839a05f5,1e4d23f8-42fd-44dc-a06e-92c7b59bf7bd,RA
0f3807a8-63d2-4440-910a-4b9c839a05f5,409ffe0d-1d12-4265-a45d-28473b325b0a,RA
0f3807a8-63d2-4440-910a-4b9c839a05f5,49ae62a0-eac5-4cc2-80cb-5e4ea0d76e01,RA
41c6548f-eb66-465a-a125-50640dfac20f,86444bdc-a1f0-42a9-94e2-3c27436b7c2d,PI
41c6548f-eb66-465a-a125-50640dfac20f,49374ab8-e60b-431b-bb7b-def85aa0f5d4,RA
41c6548f-eb66-465a-a125-50640dfac20f,3417c116-5ae4-4549-82ad-9bf962138489,RA
f8444d95-cb3d-4e71-8e7a-49e9192698eb,c101b37b-6dde-4696-8178-49a84ee4edf5,PI
f8444d95-cb3d-4e71-8e7a-49e9192698eb,67f7247b-b488-4156-8eef-bd964a7610ae,RA
f8444d95-cb3d-4e71-8e7a-49e9192698eb,19a68330-eb70-44b9-873f-b52fabea8f53,RA
50ddba11-0c85-4e84-92c6-06569e27ce25,f82e50aa-a567-409a-9181-d8935117e4c4,PI
50ddba11-0c85-4e84-92c6-06569e27ce25,dc16f4d5-c09a-4808-bcb8-c5cb39e80ed5,coordinator
50ddba11-0c85-4e84-92c6-06569e27ce25,38b05bb5-5aa8-4dd8-8da2-dedaba06de0b,coordinator
50ddba11-0c85-4e84-92c6-06569e27ce25,aeefaf71-cf6b-41e1-b248-a02e1bca00fe,RA
50ddba11-0c85-4e84-92c6-06569e27ce25,e70ffa30-8c98-4a18-9c64-2a6e8faeabb3,RA
71d27183-1d89-49d3-81bc-6c05c2f06bcb,560800f8-1e52-43b2-b320-894a36655fc6,PI
71d27183-1d89-49d3-81bc-6c05c2f06bcb,607c2594-e9b4-4758-8f57-ff54c5120327,RA
71d27183-1d89-49d3-81bc-6c05c2f06bcb,fbcc89da-23d6-4093-b8b8-9498a947c59d,RA
71d27183-1d89-49d3-81bc-6c05c2f06bcb,aebd360c-01e0-444c-9975-aefd188dd0f1,RA
13c90092-1e03-4777-867b-98b7a1e3db27,1596dedf-73e3-453b-a631-bd522d374998,PI
13c90092-1e03-4777-867b-98b7a1e3db27,d391089e-5685-4107-b124-aa29c1af7eec,RA
13c90092-1e03-4777-867b-98b7a1e3db27,068e1124-10b7-478b-bf35-0195c2bb834b,RA
bc41bed5-c2bc-4fae-bb48-5b97ebd46a5b,3c447492-83d8-4816-b732-32de4d98dbab,PI
bc41bed5-c2bc-4fae-bb48-5b97ebd46a5b,9fbf89ec-3ede-4081-8407-eaa59ac464ba,RA
bc41bed5-c2bc-4fae-bb48-5b97ebd46a5b,85538248-aa1d-441c-aaef-c22743f74457,RA
bc41bed5-c2bc-4fae-bb48-5b97ebd46a5b,0d35ba67-f311-4d2e-9ffa-f46fa88b5f8c,RA
b7ced22c-cbf2-4ad9-9cf3-363f9c2eea7a,5f4f85c1-b4cb-4a46-b3ed-9c0c33c5eed1,PI
b7ced22c-cbf2-4ad9-9cf3-363f9c2eea7a,1cdd3b46-25a9-4f53-81de-6ff001f4097a,RA
b7ced22c-cbf2-4ad9-9cf3-363f9c2eea7a,ccca42d0-0252-4a4e-9197-c1473cc22a18,RA
4dc6f6e1-7149-4679-a826-47d5bc162765,88d72e93-ee8a-449c-b3fd-891da8e2ec94,PI
4dc6f6e1-7149-4679-a826-47d5bc162765,ae279776-4d76-4f5c-99be-e3cb5b1f32ef,RA
b8d26faa-dbc9-4de9-a2bf-bfad64009dd6,068e1124-10b7-478b-bf35-0195c2bb834b,PI
b8d26faa-dbc9-4de9-a2bf-bfad64009dd6,bd883788-fa6f-4164-86dc-3a22902b56b5,RA
3a30decc-e7a3-4b05-93b1-84e7fae69e77,30a618e6-fdc0-4f05-9f1a-5ad658ff0729,PI
3a30decc-e7a3-4b05-93b1-84e7fae69e77,dbe5bd01-5c53-4d44-9274-b138f8522400,RA
3a30decc-e7a3-4b05-93b1-84e7fae69e77,092939bb-a615-41cb-920c-bb6edb223d2f,RA
3a30decc-e7a3-4b05-93b1-84e7fae69e77,4fb0378b-9e1e-4389-80fe-11addebc09a3,RA
8065451a-9c84-4c31-b66b-7d0978bb0af8,a19bb8dd-ed50-4551-a40b-00d17ff8162e,PI
8065451a-9c84-4c31-b66b-7d0978bb0af8,746a7b8e-3539-4e7b-b5b8-66e6171aa6db,RA
8065451a-9c84-4c31-b66b-7d0978bb0af8,85538248-aa1d-441c-aaef-c22743f74457,RA
8065451a-9c84-4c31-b66b-7d0978bb0af8,67f7247b-b488-4156-8eef-bd964a7610ae,RA
5a5ac55d-6c7e-4b1e-b897-cb5ee56c77b7,dcfbd7a6-0126-469b-94e4-235493b8ae39,PI
5a5ac55d-6c7e-4b1e-b897-cb5ee56c77b7,6e4239c9-735e-489c-b492-d81bcbc84a28,RA
5a5ac55d-6c7e-4b1e-b897-cb5ee56c77b7,aa77ccd8-cad8-441b-ac0a-b7616137da4c,RA
60de26e3-b18a-463f-9049-3d5033e58535,b37b79b4-fc43-4bdd-89ae-1a4c9f9f67a9,PI
60de26e3-b18a-463f-9049-3d5033e58535,19a68330-eb70-44b9-873f-b52fabea8f53,RA
60de26e3-b18a-463f-9049-3d5033e58535,42d3ea90-f4ba-430c-a0cc-eca7ab4c7a07,RA
70e37931-67d3-4a1b-9f6b-b54328a48d41,dcfbd7a6-0126-469b-94e4-235493b8ae39,PI
70e37931-67d3-4a1b-9f6b-b54328a48d41,2e32e5dc-51b5-4eec-8b5d-afb8e5709139,RA
974114df-ef3d-4203-8202-11a8e4dec822,d1868320-94db-425c-92dd-81e31864e458,PI
974114df-ef3d-4203-8202-11a8e4dec822,4f7c7214-62f1-412e-9738-14b4c33d2108,coordinator
974114df-ef3d-4203-8202-11a8e4dec822,63b4b3ae-6490-464f-b72e-0201d2e50973,RA
974114df-ef3d-4203-8202-11a8e4dec822,b6cbb850-7810-4683-aafe-17e9ac66332e,RA
974114df-ef3d-4203-8202-11a8e4dec822,c6dc8679-5793-4e52-b4cb-00fbc15f8788,RA
e1a1bfd4-9dc2-4b37-8170-9973321f8a7a,49ae33e4-754d-4e5c-96df-4c4560925b31,PI
e1a1bfd4-9dc2-4b37-8170-9973321f8a7a,d623a920-e023-4c04-bea0-e7b2b2458ddd,RA
e1a1bfd4-9dc2-4b37-8170-9973321f8a7a,7f063f77-8edb-44c5-8e04-7a68544eb1e9,RA
e1a1bfd4-9dc2-4b37-8170-9973321f8a7a,75dc95c4-51c9-4031-8496-cab7afc08792,RA
572a0bd6-189a-4916-b2ec-daaa38167d6e,95131c2a-5d2f-46b8-afda-e01159a11af5,PI
572a0bd6-189a-4916-b2ec-daaa38167d6e,27c5b2a6-2e30-4407-8c7d-535c6cb5713b,RA
3e5d08bc-8035-41c1-bbdc-3a68d872133c,dc16f4d5-c09a-4808-bcb8-c5cb39e80ed5,PI
3e5d08bc-8035-41c1-bbdc-3a68d872133c,872ec498-f84b-43dd-8c42-2e1746786752,RA
607dbb53-3638-497d-9b63-5087acfee169,2101643c-dacc-44fc-baf4-bab6a81370c5,PI
607dbb53-3638-497d-9b63-5087acfee169,65b09559-9c3f-4cc9-994d-b1e037982b4a,RA
607dbb53-3638-497d-9b63-5087acfee169,caaf1a12-a9bf-4aeb-a1c0-80794be973f2,RA
9efe786a-39f6-4ce8-95d2-60c3f9da4fef,78c5b2cf-eae3-4c3b-b2fb-66d001738fe5,PI
9efe786a-39f6-4ce8-95d2-60c3f9da4fef,13ea2232-b18a-4487-829a-f9905474b6cc,coordinator
9efe786a-39f6-4ce8-95d2-60c3f9da4fef,4f222849-59b8-4b88-a7b3-732bc494c416,coordinator
9efe786a-39f6-4ce8-95d2-60c3f9da4fef,1cdd3b46-25a9-4f53-81de-6ff001f4097a,RA
513fc282-4182-4ee0-9f5b-5a5e4603fd0c,9bf77cf0-404a-4a52-af58-c4b85bef3628,PI
513fc282-4182-4ee0-9f5b-5a5e4603fd0c,b0280a69-0c3c-4f51-8204-528ea58d9fda,coordinator
513fc282-4182-4ee0-9f5b-5a5e4603fd0c,9e6c5e57-04cd-4f14-9230-0e0cffe446bc,coordinator
513fc282-4182-4ee0-9f5b-5a5e4603fd0c,7b60cf58-a1f9-4c8f-ba27-53a35ff460ff,RA
513fc282-4182-4ee0-9f5b-5a5e4603fd0c,4f7c7214-62f1-412e-9738-14b4c33d2108,RA
e145b7df-eacb-4100-b505-1bd17df534c3,9cfdd191-7198-4aa1-9ca6-f955006f9325,PI
e145b7df-eacb-4100-b505-1bd17df534c3,1f68667d-f541-4149-b516-298624186399,RA
e145b7df-eacb-4100-b505-1bd17df534c3,d53fdd5b-6035-4542-8712-330f55f04d17,RA
afd21312-b762-4b5d-b210-a598597bf417,aa77ccd8-cad8-441b-ac0a-b7616137da4c,PI
afd21312-b762-4b5d-b210-a598597bf417,1cdd3b46-25a9-4f53-81de-6ff001f4097a,RA
afd21312-b762-4b5d-b210-a598597bf417,dcfbd7a6-0126-469b-94e4-235493b8ae39,RA
879ee2ec-d1a5-408d-9875-5f9a632fdae5,480d9b21-d756-41dd-af0d-f3ca34bfc378,PI
879ee2ec-d1a5-408d-9875-5f9a632fdae5,1482255d-60aa-4d2a-a213-0cec6933dd90,RA
614e2d58-8922-4adf-891f-0acec979d2bb,cc5ca2ca-4978-4407-a9fa-21941ed0efe7,PI
614e2d58-8922-4adf-891f-0acec979d2bb,7b60cf58-a1f9-4c8f-ba27-53a35ff460ff,RA
614e2d58-8922-4adf-891f-0acec979d2bb,15e3f265-14a3-4faf-91e4-216c5e10cd78,RA
60707e2d-fb80-4ca7-baae-13ed4ff32bd5,cb1439d1-3d22-4a8f-aa28-179a2fd4bf98,PI
60707e2d-fb80-4ca7-baae-13ed4ff32bd5,7fc2760c-da5a-45c9-bb41-45229f7c1dfd,coordinator
60707e2d-fb80-4ca7-baae-13ed4ff32bd5,11d9412c-8bdf-43e9-b184-f14efc9aabe4,RA
60707e2d-fb80-4ca7-baae-13ed4ff32bd5,cdf9814a-ae83-48e4-a491-17b582f155f3,RA
60707e2d-fb80-4ca7-baae-13ed4ff32bd5,68201ac9-cf6b-4085-9750-b8e6af306b7b,RA
72a5aba4-04bd-4a8b-8802-594061605237,eb62c296-f13c-40ad-a6f1-3e9e183b8898,PI
72a5aba4-04bd-4a8b-8802-594061605237,533e9d4e-d744-4d8a-b65d-927c2f1b3410,RA
c5f5dbe5-9791-4062-bcbf-54cefde7818e,1f68667d-f541-4149-b516-298624186399,PI
c5f5dbe5-9791-4062-bcbf-54cefde7818e,67f7247b-b488-4156-8eef-bd964a7610ae,coordinator
c5f5dbe5-9791-4062-bcbf-54cefde7818e,b60ce552-9286-40ab-b625-3ac87f0a5278,RA
c5f5dbe5-9791-4062-bcbf-54cefde7818e,df622190-b05f-4706-ba34-a122346cea8d,RA
2a017bc8-8c49-457e-b324-0059fc1e7f0c,d610e7ea-9375-46ee-8402-4a7fb2fcb6c0,PI
2a017bc8-8c49-457e-b324-0059fc1e7f0c,77eaa0b0-72d6-46ff-8327-f2061cb70b9b,RA
8df03123-5d3a-4827-b3ea-b3e2f775deaf,7b1c6a7f-e128-4612-86bb-3905ef64ae3a,PI
8df03123-5d3a-4827-b3ea-b3e2f775deaf,7dea7423-a1e8-445d-a61f-8906141da1b2,coordinator
8df03123-5d3a-4827-b3ea-b3e2f775deaf,d2caad42-2eb4-47be-a500-3477c205b593,RA
8df03123-5d3a-4827-b3ea-b3e2f775deaf,3abd4474-d55b-4483-ba05-beee877480c2,RA
8df03123-5d3a-4827-b3ea-b3e2f775deaf,3b70f85a-4b05-4aeb-9180-98e8a95bf620,RA
36ed4efe-85d0-4fbc-a5f5-3d61a4226266,f110d0e3-cc2e-4e66-9d89-43d8457827b5,PI
36ed4efe-85d0-4fbc-a5f5-3d61a4226266,7ebc163c-b298-4929-a8e5-4bebe4a2951d,RA
36ed4efe-85d0-4fbc-a5f5-3d61a4226266,b87b11d2-7841-41c2-b1f2-4d09fce41d9e,RA
ae696774-3016-4ac6-941c-67358314bff5,f110d0e3-cc2e-4e66-9d89-43d8457827b5,PI
ae696774-3016-4ac6-941c-67358314bff5,c5eb33b5-1501-4298-be36-9667f63afd5d,coordinator
ae696774-3016-4ac6-941c-67358314bff5,846ae15e-de94-4858-993f-811832702b26,coordinator
ae696774-3016-4ac6-941c-67358314bff5,8a3fcfa6-eef9-4dd1-b6a7-f3d0cb4a6421,RA
ae696774-3016-4ac6-941c-67358314bff5,7ebc163c-b298-4929-a8e5-4bebe4a2951d,RA
ae696774-3016-4ac6-941c-67358314bff5,12752ae2-6a9e-4852-b743-aecebfe008d9,RA
3b77c7c8-3bcf-4d59-b6a5-89a5001cea16,59c6a5a5-62b9-46d0-a29a-ec37e128e8ce,PI
3b77c7c8-3bcf-4d59-b6a5-89a5001cea16,0155898c-486a-4942-8ba8-2a6eaa68b145,coordinator
3b77c7c8-3bcf-4d59-b6a5-89a5001cea16,3340b835-d920-4147-bae1-75ff88c4c069,RA
bd276eae-d3f3-48b2-ba9e-72a0e1129999,5d1588a2-0b21-4b5f-81ab-8e9ef8b412c5,PI
bd276eae-d3f3-48b2-ba9e-72a0e1129999,a3611824-8d5d-4ba1-a0b3-8c871672bff6,RA
8bd8a0a7-20bf-45b3-ac89-591d63ad826a,38b05bb5-5aa8-4dd8-8da2-dedaba06de0b,PI
8bd8a0a7-20bf-45b3-ac89-591d63ad826a,a96822e7-6670-4973-ba6c-d488dd77906d,coordinator
8bd8a0a7-20bf-45b3-ac89-591d63ad826a,17acfefd-fc3c-489a-8b6e-5aed9d0469bc,RA
8bd8a0a7-20bf-45b3-ac89-591d63ad826a,63ad93fb-96a4-423d-b7c0-588407dc6b93,RA
a185d3f4-ea4e-4ee8-a01e-da6305e38f61,769d30e4-9758-4872-9d54-f264680abce6,PI
a185d3f4-ea4e-4ee8-a01e-da6305e38f61,9f5c4060-1c2a-4691-b1e4-99b68f98872c,RA
a185d3f4-ea4e-4ee8-a01e-da6305e38f61,68812d6d-1412-4c17-863a-cc06f830cb34,RA
0c21e569-39b2-4037-9f10-ff2f6ac152be,809105d8-8881-4a0c-b973-3ad31851a14d,PI
0c21e569-39b2-4037-9f10-ff2f6ac152be,79c5892e-a944-40f1-bf26-d53ab7a51f46,RA
d015cb37-c90c-4a04-a49d-645ad811ba65,fc757cd8-5632-4481-94ba-188f4e503c46,PI
d015cb37-c90c-4a04-a49d-645ad811ba65,3e2dd858-5ca7-4b7c-bfd1-a59571cea958,RA
1256059d-7b80-4311-ae7c-00b40ad3fc62,15e3f265-14a3-4faf-91e4-216c5e10cd78,PI
1256059d-7b80-4311-ae7c-00b40ad3fc62,b60ce552-9286-40ab-b625-3ac87f0a5278,coordinator
1256059d-7b80-4311-ae7c-00b40ad3fc62,d6160a86-5dc8-4758-884f-2e6b16de08d1,RA
1256059d-7b80-4311-ae7c-00b40ad3fc62,0d35ba67-f311-4d2e-9ffa-f46fa88b5f8c,RA
1256059d-7b80-4311-ae7c-00b40ad3fc62,8334b133-38dc-4eca-8dd1-08bfcba080dd,RA
e27a63dc-b965-4183-9071-35c2c0e3ecfe,b9117599-01f4-4f87-9a66-81fb20b01dde,PI
e27a63dc-b965-4183-9071-35c2c0e3ecfe,271206ef-1518-4011-9bc6-9b856bbbf6dd,RA
e27a63dc-b965-4183-9071-35c2c0e3ecfe,435de901-4fbc-461d-a8ac-ebb988f48cdc,RA
e27a63dc-b965-4183-9071-35c2c0e3ecfe,2e32e5dc-51b5-4eec-8b5d-afb8e5709139,RA
48a532fd-9a59-435b-922f-9d5b28b83f5c,b4f40607-7e37-428b-b546-ab98ed33e4a9,PI
48a532fd-9a59-435b-922f-9d5b28b83f5c,d37fcfc1-a0b4-4ae8-8e85-71008a55fbeb,coordinator
48a532fd-9a59-435b-922f-9d5b28b83f5c,ac5f6eeb-8cad-4318-b32d-985b96074dea,RA
a8e5e332-0ab8-4dc2-855c-d5454f7ac38f,a8367795-2444-4cc6-b2c3-76b9d8d6ae62,PI
a8e5e332-0ab8-4dc2-855c-d5454f7ac38f,3c921854-8e6d-4590-819e-70802351726f,RA
8325ebaa-3a73-45d7-a557-62d772bbc130,91aa13db-25c4-4fad-8c1b-3a74984eefbf,PI
8325ebaa-3a73-45d7-a557-62d772bbc130,56b6bfdc-c635-4eb7-ab24-5a2e876a8915,RA
06ee2a7b-426a-48f1-a89c-a95882fdef8d,fa8cd472-5562-4d71-a8aa-d6675cc7d98d,PI
06ee2a7b-426a-48f1-a89c-a95882fdef8d,aa77ccd8-cad8-441b-ac0a-b7616137da4c,coordinator
06ee2a7b-426a-48f1-a89c-a95882fdef8d,560800f8-1e52-43b2-b320-894a36655fc6,RA
06ee2a7b-426a-48f1-a89c-a95882fdef8d,bf0bef22-72bb-4206-a4ec-3840a02cf751,RA
06ee2a7b-426a-48f1-a89c-a95882fdef8d,ae279776-4d76-4f5c-99be-e3cb5b1f32ef,RA
f1dafc47-2f65-4e55-80d2-ff5dbd2e21f8,68bceef8-1117-473a-a0f8-83b988702be5,PI
f1dafc47-2f65-4e55-80d2-ff5dbd2e21f8,1f68667d-f541-4149-b516-298624186399,coordinator
f1dafc47-2f65-4e55-80d2-ff5dbd2e21f8,8d31ede3-16bf-4e65-be00-0b8248cd93e3,RA
c791efc5-039d-4457-80ac-24517522ed99,42d3ea90-f4ba-430c-a0cc-eca7ab4c7a07,PI
c791efc5-039d-4457-80ac-24517522ed99,aa694f1f-2845-4877-900e-683c6ca5a12b,RA
c791efc5-039d-4457-80ac-24517522ed99,0bb58195-b273-4541-95e4-948c67b3f873,RA
c791efc5-039d-4457-80ac-24517522ed99,eae16360-d687-4d18-aa3c-49a567156646,RA
36f548f4-7ed0-488b-8da8-d076db85b67c,3555a600-246c-40ec-98c7-0347afdfd7c2,PI
36f548f4-7ed0-488b-8da8-d076db85b67c,3aa82183-d5bc-4b20-a2ce-e3c6f0aef56e,RA
36f548f4-7ed0-488b-8da8-d076db85b67c,fc757cd8-5632-4481-94ba-188f4e503c46,RA
36f548f4-7ed0-488b-8da8-d076db85b67c,c43d2343-8290-403b-a9f5-afe3400a7e01,RA
4b9224f6-1955-45da-a158-376d086e2685,101adced-a8e7-4ec9-ac72-420fc396c474,PI
4b9224f6-1955-45da-a158-376d086e2685,0d35ba67-f311-4d2e-9ffa-f46fa88b5f8c,RA
4b9224f6-1955-45da-a158-376d086e2685,9fbf89ec-3ede-4081-8407-eaa59ac464ba,RA
0c5e4046-07d3-4a88-8353-271bf242f059,f0893519-d67c-412b-8d87-f742bad12a2d,PI
0c5e4046-07d3-4a88-8353-271bf242f059,024bdb6c-d0ab-4fd7-83d6-2ddb2fc82abc,coordinator
0c5e4046-07d3-4a88-8353-271bf242f059,b87b11d2-7841-41c2-b1f2-4d09fce41d9e,RA
0c5e4046-07d3-4a88-8353-271bf242f059,4329bb68-e177-4cf0-9d92-d9b049ecaf65,RA
54b0c9fb-e264-47de-8cac-edc9301d1030,81aee80c-6c79-4a98-92cd-cd9335378955,PI
54b0c9fb-e264-47de-8cac-edc9301d1030,0f86d9e2-c5c8-4872-bf8a-96ebf3cc96ea,RA
d16e13fa-45c5-4630-8224-b4a095de69e5,67f7247b-b488-4156-8eef-bd964a7610ae,PI
d16e13fa-45c5-4630-8224-b4a095de69e5,f7c353b3-02ee-43a8-9dca-dcd67c88bc22,coordinator
d16e13fa-45c5-4630-8224-b4a095de69e5,86444bdc-a1f0-42a9-94e2-3c27436b7c2d,RA
0a1eee83-d8ad-4831-b962-49bc5a8ddf46,d10b975e-b653-496a-a804-7eb138f8b2ea,PI
0a1eee83-d8ad-4831-b962-49bc5a8ddf46,fc757cd8-5632-4481-94ba-188f4e503c46,coordinator
0a1eee83-d8ad-4831-b962-49bc5a8ddf46,f82e50aa-a567-409a-9181-d8935117e4c4,coordinator
0a1eee83-d8ad-4831-b962-49bc5a8ddf46,30f38203-2373-4f1a-94f9-1fc7cda9a3ea,RA
0a1eee83-d8ad-4831-b962-49bc5a8ddf46,7b60cf58-a1f9-4c8f-ba27-53a35ff460ff,RA
0a1eee83-d8ad-4831-b962-49bc5a8ddf46,2efb00b8-3412-4624-800e-4bce16cdcd43,RA
846ee834-e582-460d-9516-ec3429606379,d89eca53-0d63-45d0-85f7-a4895cfc5529,PI
846ee834-e582-460d-9516-ec3429606379,719b5d95-d97e-424e-8079-cbe3acdcd802,RA
d87147f0-f5d5-4c16-bb11-5b9ab0c36edb,c3b11dfa-26d7-4825-b097-a00d69029163,PI
d87147f0-f5d5-4c16-bb11-5b9ab0c36edb,50250fac-4c18-4727-b4a2-5afd71a545d9,RA
d87147f0-f5d5-4c16-bb11-5b9ab0c36edb,aebd360c-01e0-444c-9975-aefd188dd0f1,RA
d87147f0-f5d5-4c16-bb11-5b9ab0c36edb,eeeff1dc-9aeb-4af3-ba03-7f11ed76db64,RA
9f67826d-8b06-4d42-ab96-ac073768c3b3,f798bb58-3b49-4b27-9610-dacd1f5e3d5c,PI
9f67826d-8b06-4d42-ab96-ac073768c3b3,5649506f-ef04-414c-b0a6-637e6124d5bc,coordinator
9f67826d-8b06-4d42-ab96-ac073768c3b3,1e4d23f8-42fd-44dc-a06e-92c7b59bf7bd,RA
e6077d1a-868d-4c2f-841f-5176f29f9a0d,fa1dc4bb-dfbe-4502-8913-dbe248a80044,PI
e6077d1a-868d-4c2f-841f-5176f29f9a0d,fc476845-51d6-4be5-bae1-297abaa2f853,RA
e6077d1a-868d-4c2f-841f-5176f29f9a0d,f1d99b72-e8ca-4a79-89e6-ec2e6b814ea5,RA
f85197f5-1b81-4b67-b5d1-3b89a2fb7b2c,97f6a81d-cbc9-4036-8f67-fd5d63b6bccb,PI
f85197f5-1b81-4b67-b5d1-3b89a2fb7b2c,05a72427-a047-4e41-8fd1-c44f90b73cd2,RA
f85197f5-1b81-4b67-b5d1-3b89a2fb7b2c,eb3e4f7d-0f07-4133-a4b1-c24596f2b6fd,RA
f85197f5-1b81-4b67-b5d1-3b89a2fb7b2c,e5e60072-05c2-4e8c-a7ea-a7689dc1d295,RA
2efa0bd8-df3a-4e4f-b58e-122075687529,04cc7206-9934-4dc3-87e7-abc970bd0794,PI
2efa0bd8-df3a-4e4f-b58e-122075687529,44540ea9-e8e3-4f1e-9476-8d179dbcfae6,coordinator
2efa0bd8-df3a-4e4f-b58e-122075687529,aa694f1f-2845-4877-900e-683c6ca5a12b,coordinator
2efa0bd8-df3a-4e4f-b58e-122075687529,abb3fb4b-e94d-4a42-b0b5-c192a40668ae,RA
7f5f40d1-3a3f-45e0-9812-5e01746cc224,da6b60f0-bc40-4c1e-88b6-8094066cf6f8,PI
7f5f40d1-3a3f-45e0-9812-5e01746cc224,b01aea5e-6a10-49b6-adad-47e7050a9063,coordinator
7f5f40d1-3a3f-45e0-9812-5e01746cc224,eb3e4f7d-0f07-4133-a4b1-c24596f2b6fd,RA
7f5f40d1-3a3f-45e0-9812-5e01746cc224,331dc867-b4af-43a6-8031-2aa743c90a70,RA
1701c7dc-930a-4379-ac8c-7723d88242f3,409ffe0d-1d12-4265-a45d-28473b325b0a,PI
1701c7dc-930a-4379-ac8c-7723d88242f3,3555a600-246c-40ec-98c7-0347afdfd7c2,RA
1701c7dc-930a-4379-ac8c-7723d88242f3,7d58897e-0452-4262-ab81-0574069f925e,RA
46f75a70-898d-48f3-a3b2-c4476bfc0acd,c8553614-2886-407f-92ee-1e32c919054a,PI
46f75a70-898d-48f3-a3b2-c4476bfc0acd,46031f64-1c7b-42dd-a493-e6481b0db465,coordinator
46f75a70-898d-48f3-a3b2-c4476bfc0acd,c43d2343-8290-403b-a9f5-afe3400a7e01,RA
46f75a70-898d-48f3-a3b2-c4476bfc0acd,342f86fe-6296-4d9d-9b2d-c34446d6da1e,RA
002e91f8-6d6f-44d9-8e40-07eaa20d8001,872ec498-f84b-43dd-8c42-2e1746786752,PI
002e91f8-6d6f-44d9-8e40-07eaa20d8001,9e6c5e57-04cd-4f14-9230-0e0cffe446bc,coordinator
002e91f8-6d6f-44d9-8e40-07eaa20d8001,f963daeb-ad55-4098-860a-867a4f963766,RA
002e91f8-6d6f-44d9-8e40-07eaa20d8001,1b979e4a-e908-432a-bedd-a9a9c1f8895d,RA
002e91f8-6d6f-44d9-8e40-07eaa20d8001,1ceb8733-90e1-4b6e-8805-5068e3f5ad51,RA
5714a05b-7027-43cb-84c7-cd3db275ab8d,d7e753bc-0d25-405b-8665-33694a4798e6,PI
5714a05b-7027-43cb-84c7-cd3db275ab8d,02c337f0-0e61-4f7d-aaf1-e22c60c33233,RA
91cf1f4a-ae52-4b54-a32c-85c925a080b9,afc7f824-c5ae-4e47-8e5b-ed115bce10a2,PI
91cf1f4a-ae52-4b54-a32c-85c925a080b9,6f02e2f3-5bad-4e6e-9087-7d6cbaaf11ae,RA
f22d2ce3-5e6a-41cf-941c-7a5b8d5824a6,df830b48-29ae-43b2-a393-d0ec5287489a,PI
f22d2ce3-5e6a-41cf-941c-7a5b8d5824a6,fc4f5de3-ce16-463d-9f38-b600c3b4d837,coordinator
f22d2ce3-5e6a-41cf-941c-7a5b8d5824a6,40c14efc-7c46-4726-8014-adccb0ea4eea,RA
f22d2ce3-5e6a-41cf-941c-7a5b8d5824a6,1acf4bfb-e8ad-4727-9da8-ca176fb87020,RA
262599fe-214e-4a6f-af5c-200d76335e9c,9ab74e52-5d1f-4023-80b1-bac129281b75,PI
