study_id,title,description,minAge,maxAge,minGPA,cooldownDays,active,created_at,updated_at
a7376649-63fc-4c2b-962a-749a4bcf0b53,Attention & Perception – Study effects of nutrition on reaction time,This exercise science study uses a EEG session with heavy social media users. It aims to measure short-term memory accuracy. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,21,False,2026-11-14T21:13:08,2027-01-23T17:11:26
706a005f-9b86-4bbe-aa82-bd9d4b7457cd,Affect & Emotion via Eeg Session,This affect & emotion study uses a interview session with night owls. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,0,True,2026-07-02T02:41:43,2026-10-15T12:09:16
c18abf6f-36b6-4ddd-a7cf-821ef18915be,Exercise Science: Measure short-term memory accuracy,This exercise science study uses a mobile app diary with habitual nappers. It aims to test usability of a new mobile interface. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.0,21,False,2026-12-28T16:57:23,2027-02-25T17:13:09
4eadc48f-1268-4a48-8617-a25263895d00,Mental Health – Compare different feedback strategies on learning,This usability testing study uses a eye-tracking study with general adults. It aims to compare different feedback strategies on learning. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.0,21,True,2026-10-27T06:18:34,2027-04-01T16:12:27
8aff69e0-116e-490f-b98a-d3e3ddcc2c6a,Decision Making – Study effects of nutrition on reaction time,This learning & education study uses a lab-based task with general adults. It aims to study effects of nutrition on reaction time. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.0,30,True,2026-05-28T01:13:56,2026-06-01T06:46:18
70f0a38d-d13d-46c3-8e44-f85873b7d4b7,Human-Computer Interaction via Reaction-Time Task,This nutrition & performance study uses a VR interaction task with habitual nappers. It aims to analyze eye movements during reading. Approx. 75 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,0,True,2026-06-13T13:43:03,2026-09-29T01:03:41
5f500116-a4c0-477e-8bdd-12925f5a9db1,Motivation & Goals: Analyze eye movements during reading,This neuroscience study uses a lab-based task with general adults. It aims to study effects of nutrition on reaction time. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.5,7,True,2026-04-03T05:49:08,2026-07-09T06:16:41
e3c65cfc-1b6a-4d3c-abe4-f4735b128498,Nutrition & Performance – Compare different feedback strategies on learning,This attention & perception study uses a online survey with bilingual speakers. It aims to quantify decision speed under time pressure. Approx. 60 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.3,14,False,2026-01-22T04:43:53,2026-07-02T06:16:02
76c9c6d2-37c5-4ad9-be1d-e1beb04a8576,Analyze eye movements during reading (Nutrition & Performance),This learning & education study uses a mobile app diary with undergraduates. It aims to assess the impact of sleep duration on recall. Approx. 20 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.3,7,False,2026-12-19T03:32:22,2027-01-18T17:57:01
50b749b6-1a8f-40db-8b9b-aae025d350e3,Attention & Perception – Measure short-term memory accuracy,This exercise science study uses a mobile app diary with graduate students. It aims to evaluate UI learnability. Approx. 45 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.2,0,True,2027-02-03T15:44:49,2027-03-15T11:16:29
120345e7-0f66-4bd0-a925-7c703b3e65e7,Nutrition & Performance via Eeg Session,This neuroscience study uses a reaction-time task with STEM majors. It aims to analyze eye movements during reading. Approx. 75 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,14,False,2026-04-03T17:18:59,2026-04-14T10:59:08
47cd069a-8378-45d2-8f51-fa1bef231939,Affect & Emotion – Study effects of nutrition on reaction time,This learning & education study uses a interview session with general adults. It aims to model social conformity behavior. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,60,3.0,30,False,2026-11-25T17:00:28,2027-01-05T19:30:55
a123a7fd-2b1f-4479-ab2c-58812e5e4e5a,Study effects of nutrition on reaction time (Exercise Science),This mental health study uses a behavioral game with undergraduates. It aims to test usability of a new mobile interface. Approx. 45 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.5,14,False,2026-03-25T11:18:14,2026-06-15T13:36:36
97417f1b-1f08-47a9-b33e-8c68b018e769,Usability Testing – Test usability of a new mobile interface,This exercise science study uses a interview session with habitual nappers. It aims to compare different feedback strategies on learning. Approx. 75 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,0,True,2025-12-30T19:10:03,2026-02-13T20:18:22
a33b82ca-a727-467a-aac2-a35daac1a4e7,Learning & Education via Lab-Based Task,This nutrition & performance study uses a online survey with first-year students. It aims to compare different feedback strategies on learning. Approx. 75 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,60,2.0,7,True,2025-11-15T01:11:11,2025-11-18T08:47:10
7c29cacc-d339-40ec-a3f0-2dd762688c2e,Motivation & Goals: Analyze eye movements during reading,This mental health study uses a reaction-time task with night owls. It aims to measure short-term memory accuracy. Approx. 90 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,14,True,2026-03-07T16:40:07,2026-07-17T20:12:16
d32a2df4-d49d-4892-bdb2-79d5d62339d6,Nutrition & Performance – Test usability of a new mobile interface,This learning & education study uses a eye-tracking study with heavy social media users. It aims to assess the impact of sleep duration on recall. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.7,30,True,2026-09-12T07:10:17,2027-03-10T22:43:14
ec6e7230-9975-4c0e-802a-5290803bd132,Nutrition & Performance – Evaluate UI learnability,This neuroscience study uses a EEG session with heavy social media users. It aims to analyze eye movements during reading. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,21,False,2026-08-21T10:44:36,2026-11-12T08:53:41
39fa70b1-0f23-44a1-8e45-11e917c6e6e8,Attention & Perception via Interview Session,This usability testing study uses a reaction-time task with habitual nappers. It aims to analyze eye movements during reading. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.7,14,True,2026-10-28T00:56:16,2026-12-01T11:55:38
8fd0d5fc-3011-4325-ade6-180b7ecc8580,Cognitive Psychology via Vr Interaction Task,This neuroscience study uses a online survey with habitual nappers. It aims to test usability of a new mobile interface. Approx. 60 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,14,True,2026-04-14T19:44:15,2026-07-17T16:55:59
de64bf80-f14a-4bc3-8fb3-fd425ec519fd,Study effects of nutrition on reaction time (Attention & Perception),This sleep & memory study uses a interview session with night owls. It aims to assess the impact of sleep duration on recall. Approx. 75 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,7,True,2027-03-10T14:59:03,2027-09-06T11:57:50
2bfcb8e7-68e3-4859-b359-c2a42076ace7,Nutrition & Performance: Study effects of nutrition on reaction time,This usability testing study uses a lab-based task with undergraduates. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,21,65,3.2,0,False,2026-03-16T02:19:25,2026-08-31T00:15:09
13dc225e-d0a1-4a1d-a568-a37738518704,Measure short-term memory accuracy (Cognitive Psychology),This human-computer interaction study uses a mobile app diary with heavy social media users. It aims to evaluate UI learnability. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,False,2026-12-27T06:04:05,2027-05-24T00:26:40
2906595a-1a76-49d0-904b-89386e2ec626,Compare different feedback strategies on learning (Sleep & Memory),This usability testing study uses a EEG session with general adults. It aims to quantify decision speed under time pressure. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.0,21,True,2025-12-31T06:22:09,2026-02-03T23:52:44
c3867612-bb1b-46fd-8694-63da9af23453,Learning & Education via Behavioral Game,This attention & perception study uses a eye-tracking study with graduate students. It aims to compare different feedback strategies on learning. Approx. 35 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,21,True,2026-02-15T22:59:10,2026-05-09T11:31:47
e110d265-38d7-45a3-922a-9faa69ed63b9,Evaluate UI learnability (Cognitive Psychology),This affect & emotion study uses a interview session with general adults. It aims to measure short-term memory accuracy. Approx. 90 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.7,7,False,2025-11-26T15:41:49,2025-12-24T17:40:57
f68918fd-1b37-42c0-8ac3-048e00e9f0b6,Evaluate UI learnability (Attention & Perception),This cognitive psychology study uses a mobile app diary with graduate students. It aims to analyze eye movements during reading. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.0,30,True,2026-11-19T10:05:08,2027-04-01T19:30:10
78e33d0e-2314-4841-886c-61de3724639e,Motivation & Goals: Evaluate UI learnability,This usability testing study uses a interview session with STEM majors. It aims to measure short-term memory accuracy. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,30,True,2026-09-17T03:29:52,2027-03-03T03:48:04
4c393b46-cad6-4de6-bc0d-9b4631b20760,Study effects of nutrition on reaction time (Sleep & Memory),This nutrition & performance study uses a online survey with habitual nappers. It aims to compare different feedback strategies on learning. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,45,3.0,21,False,2026-11-07T21:00:31,2026-11-30T03:47:45
35bfa58f-59d3-4d9a-8109-d4e39b9e8011,Learning & Education: Analyze eye movements during reading,This human-computer interaction study uses a eye-tracking study with heavy social media users. It aims to model social conformity behavior. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.0,14,True,2026-05-13T19:46:08,2026-07-13T14:01:08
e658398b-bab7-49fd-82c1-11b19d5d5e50,Language Processing – Study effects of nutrition on reaction time,This cognitive psychology study uses a reaction-time task with habitual nappers. It aims to evaluate UI learnability. Approx. 35 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.0,21,True,2027-03-01T14:44:27,2027-08-05T13:30:55
442c05c5-8085-40fe-be83-862651ff4ade,Attention & Perception via A/B Usability Test,This human factors study uses a VR interaction task with first-year students. It aims to analyze eye movements during reading. Approx. 60 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.7,30,True,2026-02-25T03:20:09,2026-04-01T14:35:10
bd95857a-bd4a-42a1-9530-bd998f4f35d1,Exercise Science via A/B Usability Test,This neuroscience study uses a lab-based task with heavy social media users. It aims to quantify decision speed under time pressure. Approx. 30 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.7,14,False,2026-08-08T14:16:04,2026-11-22T01:18:44
12e340cf-d69a-4056-8fd6-522d3fd10267,Affect & Emotion via Vr Interaction Task,This nutrition & performance study uses a EEG session with general adults. It aims to understand bilingual lexical access. Approx. 60 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,7,True,2026-06-27T01:07:00,2026-07-17T18:28:09
f7aef7f3-2f13-4f0c-9c1a-a2f69df51e75,Exercise Science – Understand bilingual lexical access,This mental health study uses a EEG session with night owls. It aims to analyze eye movements during reading. Approx. 30 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,False,2025-10-02T15:53:09,2025-12-11T06:55:27
bed72474-55e5-459c-b46f-c94059f3e6c3,Attention & Perception: Assess the impact of sleep duration on recall,This social behavior study uses a behavioral game with first-year students. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.3,0,True,2026-07-13T10:41:18,2026-10-02T01:02:20
9794d2a8-2019-43eb-9c90-3e29ebce1ced,Human-Computer Interaction – Quantify decision speed under time pressure,This affect & emotion study uses a online survey with bilingual speakers. It aims to test usability of a new mobile interface. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,0,True,2026-08-28T09:52:41,2026-12-07T20:57:59
b1f640ae-a5f0-404b-b2cf-eee7bd427e3c,Decision Making – Evaluate UI learnability,This decision making study uses a interview session with undergraduates. It aims to test usability of a new mobile interface. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.0,30,True,2026-12-19T17:32:11,2027-06-16T13:25:49
a38f41f6-bffc-4013-995b-8acfdf0c68cb,Compare different feedback strategies on learning (Exercise Science),This affect & emotion study uses a online survey with general adults. It aims to understand bilingual lexical access. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.0,14,True,2026-01-26T09:04:12,2026-02-26T12:23:24
01edcb7f-02ec-4f40-a95d-1b04c54ff144,Nutrition & Performance: Model social conformity behavior,This usability testing study uses a reaction-time task with first-year students. It aims to compare different feedback strategies on learning. Approx. 60 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.7,14,True,2027-02-15T06:32:11,2027-03-25T12:26:20
9a64d31c-046a-45ed-b879-aec20327080f,Exercise Science – Measure short-term memory accuracy,This decision making study uses a VR interaction task with early risers. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,14,True,2026-10-12T12:27:03,2027-02-17T08:14:20
9a826df8-7c11-4aa6-a9d3-50d1c0d6c31e,Cognitive Psychology via Interview Session,This learning & education study uses a interview session with STEM majors. It aims to analyze eye movements during reading. Approx. 45 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,45,2.5,0,True,2026-11-20T03:11:13,2027-01-31T01:45:06
d444260e-e323-4531-b39e-3155b889f42a,Learning & Education via Online Survey,This human-computer interaction study uses a mobile app diary with undergraduates. It aims to measure short-term memory accuracy. Approx. 75 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.2,0,True,2026-02-06T10:47:27,2026-03-19T21:08:41
d0389f81-975e-4c0e-8a99-44709f6920a8,Understand bilingual lexical access (Social Behavior),This human-computer interaction study uses a lab-based task with habitual nappers. It aims to model social conformity behavior. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,65,3.0,0,True,2026-01-03T12:06:55,2026-02-03T22:06:23
8090e327-5511-4a51-8562-04d88d7358ae,Neuroscience via Reaction-Time Task,This learning & education study uses a interview session with undergraduates. It aims to understand bilingual lexical access. Approx. 75 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.7,30,False,2026-05-02T01:33:33,2026-08-19T23:43:35
b17af9f7-1b1d-4f98-85ba-e0f9e72402c5,Test usability of a new mobile interface (Neuroscience),This exercise science study uses a interview session with first-year students. It aims to test usability of a new mobile interface. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,65,3.0,30,True,2026-05-04T15:05:23,2026-06-22T15:08:50
bd685a70-9a9c-4f52-8a12-b2b836a03240,Nutrition & Performance: Analyze eye movements during reading,This learning & education study uses a interview session with night owls. It aims to measure short-term memory accuracy. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,7,True,2026-04-06T14:41:10,2026-04-24T01:53:30
3abac114-0c27-44a2-aac9-480f32c270ec,Test usability of a new mobile interface (Decision Making),This cognitive psychology study uses a lab-based task with STEM majors. It aims to model social conformity behavior. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,14,False,2026-09-28T03:13:31,2027-01-27T04:31:11
2f2d5f62-05b2-4b8c-9c60-ddbebc1b8d97,Exercise Science – Evaluate UI learnability,This neuroscience study uses a behavioral game with night owls. It aims to measure short-term memory accuracy. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.5,0,True,2027-03-07T10:31:16,2027-05-30T23:23:42
1ed3bd00-f936-4aa5-9251-5dc8d36a6b79,Sleep & Memory: Study effects of nutrition on reaction time,This neuroscience study uses a A/B usability test with STEM majors. It aims to evaluate UI learnability. Approx. 60 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.5,14,False,2026-05-23T06:41:37,2026-05-31T16:34:42
3054060b-a2f5-4a7e-9895-256ae99e65a7,Human Factors via Lab-Based Task,This mental health study uses a behavioral game with habitual nappers. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.3,0,False,2025-12-01T22:15:57,2026-03-25T16:41:18
8e47dbc7-2604-43d3-b44f-9a32189f0a62,Cognitive Psychology via Behavioral Game,This learning & education study uses a mobile app diary with early risers. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.7,0,False,2026-10-26T21:40:13,2027-04-18T02:30:08
cf772ac2-810a-455f-872c-44126f7a6db0,Learning & Education – Analyze eye movements during reading,This nutrition & performance study uses a online survey with habitual nappers. It aims to understand bilingual lexical access. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.5,0,True,2027-02-14T20:21:26,2027-05-04T21:10:32
b25be93c-4439-4fcb-b801-0b5c6685feaf,Decision Making via Eye-Tracking Study,This learning & education study uses a VR interaction task with habitual nappers. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.0,7,True,2025-10-02T20:24:20,2026-03-11T16:46:51
3d7e7ded-871f-4ab3-a0f1-035cc27803a6,Test usability of a new mobile interface (Nutrition & Performance),This neuroscience study uses a VR interaction task with general adults. It aims to study effects of nutrition on reaction time. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,30,False,2026-11-14T21:05:15,2027-03-07T22:56:03
72a7fbce-1dff-4b77-b32c-1c249a925d29,Exercise Science: Analyze eye movements during reading,This nutrition & performance study uses a A/B usability test with undergraduates. It aims to compare different feedback strategies on learning. Approx. 45 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,14,True,2026-02-21T21:43:49,2026-08-12T17:09:13
19c2a640-00bd-4a60-bb80-a25b68faaaaa,Sleep & Memory via Behavioral Game,This sleep & memory study uses a behavioral game with graduate students. It aims to study effects of nutrition on reaction time. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.0,7,True,2027-01-13T04:38:02,2027-03-20T17:52:00
eb9ac7f5-db36-4838-a9f7-11b090a5d63d,Model social conformity behavior (Usability Testing),This affect & emotion study uses a behavioral game with undergraduates. It aims to analyze eye movements during reading. Approx. 20 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,7,True,2026-06-18T18:39:46,2026-11-20T15:35:10
941020c1-fe60-4695-960c-f227d369cb77,Exercise Science – Quantify decision speed under time pressure,This nutrition & performance study uses a mobile app diary with heavy social media users. It aims to quantify decision speed under time pressure. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.3,21,True,2026-03-29T06:43:50,2026-08-16T12:31:13
5e54ff6f-483d-45cb-99a1-6c52494f8e75,Quantify decision speed under time pressure (Motivation & Goals),This learning & education study uses a interview session with night owls. It aims to understand bilingual lexical access. Approx. 90 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,0,False,2026-12-10T23:38:43,2027-04-14T03:48:27
34f6e5c5-dd9f-4561-a958-21478ffd4fdb,Affect & Emotion: Test usability of a new mobile interface,This affect & emotion study uses a EEG session with habitual nappers. It aims to quantify decision speed under time pressure. Approx. 60 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.3,0,True,2026-01-06T21:35:44,2026-06-04T20:45:23
bb8c16b7-6d7c-435d-b335-ff0c2ec1b614,Cognitive Psychology – Evaluate UI learnability,This decision making study uses a A/B usability test with first-year students. It aims to analyze eye movements during reading. Approx. 30 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.0,14,False,2026-08-24T15:53:57,2026-11-20T19:09:00
8a6286ab-e05b-468f-9fb4-8b7e07d320fb,Cognitive Psychology – Test usability of a new mobile interface,This exercise science study uses a VR interaction task with undergraduates. It aims to test usability of a new mobile interface. Approx. 20 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.0,14,False,2026-03-22T17:12:47,2026-07-11T14:42:00
1f7680fe-3cd4-4b2c-91c6-b4c99121839f,Usability Testing – Compare different feedback strategies on learning,This usability testing study uses a A/B usability test with heavy social media users. It aims to evaluate UI learnability. Approx. 45 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,14,False,2026-01-18T19:45:02,2026-04-02T00:19:17
dead96d6-d3e0-43ad-82f2-b2834b69b5a0,Exercise Science: Quantify decision speed under time pressure,This exercise science study uses a behavioral game with STEM majors. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,3.0,30,False,2027-01-18T02:11:37,2027-03-05T18:44:15
393b2cbd-2da5-4979-9a0f-5cea960614fe,Human Factors – Analyze eye movements during reading,This mental health study uses a eye-tracking study with general adults. It aims to understand bilingual lexical access. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.7,14,True,2026-11-19T05:16:37,2027-04-15T18:38:16
83a24b32-8055-4687-9be3-e9d56bf8e0d6,Human-Computer Interaction – Understand bilingual lexical access,This mental health study uses a lab-based task with first-year students. It aims to quantify decision speed under time pressure. Approx. 30 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.5,30,False,2025-11-28T16:45:34,2026-01-30T09:57:39
3f1f00cc-70dc-4eeb-91e6-0a45d32b8d8d,Understand bilingual lexical access (Sleep & Memory),This human-computer interaction study uses a mobile app diary with heavy social media users. It aims to analyze eye movements during reading. Approx. 45 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,60,2.3,14,True,2025-10-18T10:31:43,2026-04-14T08:17:16
b868ffb7-0a0a-40b2-8aa0-62eb5ce0cd3e,Decision Making: Study effects of nutrition on reaction time,This motivation & goals study uses a interview session with general adults. It aims to measure short-term memory accuracy. Approx. 75 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,0,True,2025-11-19T16:48:58,2026-01-30T01:59:34
124eae4e-503e-4fde-a782-e00e2346c487,Study effects of nutrition on reaction time (Exercise Science),This language processing study uses a online survey with graduate students. It aims to evaluate UI learnability. Approx. 60 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.3,7,True,2026-03-23T11:00:37,2026-07-25T17:35:36
bd79016a-6a6f-457a-b386-52c696a05720,Human-Computer Interaction via Mobile App Diary,This exercise science study uses a behavioral game with night owls. It aims to assess the impact of sleep duration on recall. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.0,14,True,2026-04-14T08:41:21,2026-05-13T10:36:05
448188d7-96f6-46f1-b916-5b631e1d9bd8,Social Behavior – Compare different feedback strategies on learning,This decision making study uses a behavioral game with heavy social media users. It aims to compare different feedback strategies on learning. Approx. 75 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.0,30,False,2025-09-30T05:08:35,2025-12-12T21:29:02
1d5042c4-d707-45fb-aa1c-3587ff04b681,Usability Testing: Test usability of a new mobile interface,This nutrition & performance study uses a reaction-time task with STEM majors. It aims to compare different feedback strategies on learning. Approx. 60 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.0,0,True,2026-12-18T17:50:43,2027-03-29T10:38:01
4913833b-db09-4c03-821d-6815113a6c95,Assess the impact of sleep duration on recall (Attention & Perception),This social behavior study uses a mobile app diary with heavy social media users. It aims to measure short-term memory accuracy. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.3,30,True,2026-09-02T08:57:54,2026-11-30T16:57:13
5bfc3451-31f5-4a0a-9072-d83c1c6ce8de,Decision Making: Assess the impact of sleep duration on recall,This cognitive psychology study uses a interview session with graduate students. It aims to understand bilingual lexical access. Approx. 75 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,0,True,2027-01-03T16:09:36,2027-02-06T05:50:53
97b43177-ed84-4301-bdb4-c49238a2a035,Evaluate UI learnability (Social Behavior),This decision making study uses a behavioral game with STEM majors. It aims to analyze eye movements during reading. Approx. 35 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,60,2.0,0,True,2025-11-08T10:59:06,2026-02-14T01:07:59
9182087c-3f43-46bc-8c15-50f3e6824177,Study effects of nutrition on reaction time (Neuroscience),This social behavior study uses a behavioral game with graduate students. It aims to assess the impact of sleep duration on recall. Approx. 60 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.5,0,True,2026-08-21T23:08:57,2026-10-16T21:30:10
9386bea5-a738-4ba0-9184-d0df25f33e9e,Nutrition & Performance: Study effects of nutrition on reaction time,This human-computer interaction study uses a lab-based task with graduate students. It aims to study effects of nutrition on reaction time. Approx. 90 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,45,3.0,7,True,2025-09-21T16:10:26,2025-10-01T06:23:27
4827cd3d-4824-46be-9b5f-d8735256ef19,Language Processing – Model social conformity behavior,This cognitive psychology study uses a reaction-time task with early risers. It aims to compare different feedback strategies on learning. Approx. 45 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,True,2026-11-10T18:47:28,2027-02-10T06:55:52
7da3ce99-5807-47ac-ae03-4dd2c31661b7,Decision Making: Measure short-term memory accuracy,This mental health study uses a reaction-time task with competitive athletes. It aims to analyze eye movements during reading. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,0,False,2027-02-16T04:58:34,2027-04-05T15:51:27
a7c11685-e1ee-4af9-87c8-18af6a7af5f0,Usability Testing – Model social conformity behavior,This sleep & memory study uses a behavioral game with bilingual speakers. It aims to measure short-term memory accuracy. Approx. 30 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,0,False,2027-02-02T17:59:15,2027-04-22T12:10:49
0fe32a7d-5e93-471e-b43e-d3231b8526a6,Measure short-term memory accuracy (Affect & Emotion),This human-computer interaction study uses a mobile app diary with undergraduates. It aims to quantify decision speed under time pressure. Approx. 30 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.7,7,False,2025-10-19T15:26:58,2025-11-25T09:14:58
29c6f46d-b3ef-411a-818a-da573122667b,Cognitive Psychology: Understand bilingual lexical access,This attention & perception study uses a EEG session with undergraduates. It aims to measure short-term memory accuracy. Approx. 35 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,30,True,2025-12-12T14:09:26,2026-01-11T08:15:27
d7d46048-4817-4fb4-82eb-badc9860682e,Attention & Perception – Assess the impact of sleep duration on recall,This neuroscience study uses a A/B usability test with competitive athletes. It aims to understand bilingual lexical access. Approx. 60 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,7,False,2026-12-25T15:54:37,2027-02-08T04:07:32
